treatment,outcome
1,0.01
1,0.01
0,12.892588951204491
0,0.01
0,7.325861033320631
1,4.055564192678865
1,0.01
1,7.926911621722017
0,5.801698585703652
0,5.6871656465783875
0,9.948956016951742
0,14.16796839231181
1,3.5352565271949663
0,3.2307610341747317
1,0.01
1,11.379879848662004
0,3.9127130740581317
1,2.746607168749494
1,7.138046092059702
1,5.72807030712321
0,8.894321677141633
0,9.04433179062707
1,5.026152057970994
1,0.01
1,10.621838012966476
1,5.770284543661216
0,7.842929868666345
1,4.330112499939495
1,6.153700737218242
1,0.01
0,5.645535527626359
0,0.01
0,4.728676047819307
1,3.981828096410602
1,6.420663906747489
1,0.01
0,7.2813994100187855
1,0.01
1,4.144750752008477
0,5.872661013818665
0,9.546541139624189
1,0.01
1,5.141328333279626
1,8.153796538059659
0,6.619695765102603
1,0.01
0,0.01
0,8.676312935620368
0,8.81582974567561
0,5.939428595308287
0,5.312378045140997
0,9.83849869142528
0,10.832107616153683
0,0.01
0,13.336543966248609
1,3.0176208959829607
0,0.01
0,4.759580185943706
0,0.01
0,3.876176602719748
0,6.329326316128297
1,4.676424878436067
1,8.208497176443801
0,7.233133375932512
1,3.033327298486843
1,10.069160672328541
1,4.644498488151358
0,7.9127762298829305
0,3.389544182184585
0,13.684058488967134
1,5.76536075171367
1,3.5073919251600336
1,2.485620641031581
1,0.01
0,2.813114528006495
0,6.413596755120686
0,0.01
1,6.096609917943241
1,3.6773617582739395
0,5.103845284621488
0,4.606002912767988
1,4.958729132064803
0,0.01
0,3.463270277771773
0,7.116659413794551
1,9.16152448672776
0,5.674534320523802
0,6.5461780464057915
0,3.1372706400009744
1,2.8153887455039
1,7.9465122568908
0,8.052433707995876
0,15.199990820856291
1,1.7782609918637127
1,9.545512159283444
0,4.670373702798261
0,4.110047415542719
0,5.53764238043311
1,4.6951321983376335
0,8.025385618435761
1,0.01
0,0.01
1,1.9139292637802334
0,3.6723318999617143
0,7.714892322037339
1,0.01
1,8.62814522049824
1,13.033354490236361
0,5.399615604431359
1,18.17077103966247
0,2.9064224468401965
1,4.950782066074201
0,0.01
1,0.01
0,5.763040491870822
1,0.01
0,3.6871146674418798
0,5.660488334751254
0,20.66632710917221
0,0.01
0,5.145874434083237
1,3.8984700038560254
0,2.9581830360882946
1,7.460059174841865
0,4.765878201286979
0,5.272943410017152
0,8.172532003682203
0,6.236204965001983
0,10.214163708578987
0,5.494943484861772
1,2.6395379474302536
1,5.1941554031858965
0,7.3923110546133355
0,3.3810216398558333
1,6.22973517405329
1,0.01
0,0.01
1,2.372078938249544
1,6.833408894910764
0,7.783555769933693
0,8.272732441551076
0,0.01
0,6.562460318027275
0,4.819197388696059
1,5.79656319798791
1,0.01
1,3.0883200280040777
1,2.691631893973285
0,5.667956935276752
0,10.176018894138627
0,10.230060296408638
1,6.429881580871077
0,6.919293952944998
1,7.003779309096945
0,7.787605396646842
1,8.645214672548915
1,2.724958274249196
1,5.0097663046172585
1,1.994910622289394
1,4.571685030574394
1,6.470963636932074
1,2.4345901394311684
0,0.01
1,5.4182431264679245
0,0.01
0,5.024405441036423
1,1.4153224793432782
1,5.252453003011282
0,13.24356575598992
1,3.75823843611653
1,9.774244981632084
1,8.38694611403138
0,0.01
1,0.01
1,6.175735202349379
0,2.807446307165338
0,5.615378344577037
1,5.73134678292466
0,5.417940214202192
1,5.125885632729576
0,5.382392252051693
1,0.01
1,7.068700455200816
0,3.8453107451077377
0,10.903051965815317
0,3.0323515766467475
1,0.01
0,8.686059358674205
1,3.3466856701466754
0,5.477979354866078
0,6.452154166346467
0,18.227235223393276
1,3.8387509693700057
1,5.065334920913425
0,0.01
1,3.5302294359706297
0,15.485405770847121
1,3.963563930738617
1,4.400569920876382
1,13.820566927056813
1,6.1863909324505935
1,2.438240136983302
1,0.01
0,4.030665966800645
0,2.638166571273244
0,3.6342911590848415
1,5.2175981842543315
1,6.692842551349899
1,4.045853358011503
1,5.088719740078553
1,6.001636022703258
0,5.213035786770541
1,0.01
1,6.072219411167388
1,3.191900770397912
1,2.5531209057018844
0,10.847409449660615
0,7.74555432768772
0,4.2618502809946
1,3.8316770787201904
0,15.497910326727325
1,0.01
1,7.1430967374883645
1,0.01
1,7.544090114025978
1,13.110649143152182
0,6.261597308779115
0,3.4700928012133283
0,3.9156581073802488
1,3.70014779613752
1,3.343493277321765
1,7.184895710307953
1,0.01
1,3.970247528286201
1,12.525427919017067
1,5.227552527897981
1,7.535749100778426
0,9.807260572976729
1,5.047392172329449
0,12.507743520192124
0,16.595978711607412
0,4.200125681720757
0,11.583568694211195
1,4.359701277438825
1,0.01
0,5.525569386484838
0,7.556293846145904
1,0.01
1,5.0693684939789465
0,0.01
0,4.259178690133546
0,11.226653852992913
0,5.888359700135516
1,5.525674964463247
0,2.428248987906687
0,4.548531486528567
0,4.231966426101063
0,5.217240167194764
1,6.587848319272392
0,9.49545725429166
1,6.144040811014555
0,12.577503582441954
0,8.729958097682267
1,1.6289918636921261
1,5.6988156921415865
1,3.250143212495481
1,6.399233192977691
1,14.522768331943071
0,9.382766460303715
0,4.435562118419465
1,3.0922265755591276
1,3.2076128892609637
0,9.794168705072883
0,10.514343294820316
0,5.7838525837112265
1,9.084486807408975
0,7.032378571399201
1,4.372357832779568
1,11.26979582440626
0,10.37523294607289
1,1.7047226660135864
1,3.322286503449291
0,3.448827363054228
1,5.495339588928879
0,0.01
0,0.01
0,7.593551349035311
1,18.594091830958664
1,8.857804903506269
1,4.733749237495645
0,8.165707773567535
1,0.01
1,5.719035070704566
1,1.493056643489352
0,4.814737322968727
0,0.01
1,9.828815554644995
1,0.01
1,5.263688383683119
1,0.01
1,5.479088351626528
1,7.054611252324045
1,2.634791955300488
1,5.608943022333847
1,4.393800259562298
1,3.096768883041535
0,5.08354252478461
0,3.2189809121061734
0,6.550357183401549
0,4.054806003926139
1,6.642533710884504
1,15.398659604960772
0,0.01
1,11.264430720608567
1,0.01
0,4.451078593791262
0,5.946589713036373
0,2.7995267701510307
0,0.01
0,8.61135865769362
0,10.163554736035472
1,0.01
0,19.351719500975612
1,4.207557139168826
0,9.709880202585424
0,0.01
1,3.485364348694313
1,2.8294747581681623
0,7.1330009585541205
1,0.01
1,18.163775088918353
1,3.1722873061297943
0,20.33751977395713
1,3.201645919315876
0,9.232202598758603
1,3.8548124025758272
0,0.01
0,3.974672339477214
1,3.412027730424436
1,3.1581502395664796
0,6.719344321575828
1,2.5357057217525814
0,9.105514798044881
0,14.571602475872687
0,5.79727015461432
1,0.01
1,2.1783021226413437
1,0.01
1,0.01
1,0.01
0,8.475570147506946
1,8.86808858564822
0,7.853364830381373
1,3.512664453334402
0,7.573622010040189
1,4.106679321361782
1,4.451960747515467
0,12.777021327531333
0,16.783987584214742
0,0.01
0,0.01
0,9.33441820339958
1,5.217477957574699
0,16.189286858362216
0,0.01
0,4.855473280797217
1,0.01
1,11.119495992075104
0,7.2369228905536245
1,4.126098928402213
0,9.059538225951847
0,10.212138196544522
0,6.9743921416955015
0,9.184475966282212
1,7.883751342851285
0,5.637912440706758
1,0.01
1,7.494882697338745
1,7.287738395207048
1,2.8956892742819207
1,10.795965634691516
1,0.01
1,3.6898392635058372
0,6.047386113008085
0,6.689591899563751
0,3.343314735173348
0,6.987718541920996
1,8.304788500652885
1,11.639946835584281
1,8.548421557709021
0,4.200770874481578
0,10.46589856630778
0,0.01
0,10.834180948225574
1,6.381116317378651
1,0.01
0,4.238929959167314
1,3.0705625903178797
0,15.929248462726866
0,5.182966665289982
0,0.01
0,11.513943859392436
1,4.500962682445019
1,2.423796750085356
1,2.327178296767792
1,0.01
1,3.567386251074956
1,7.927381914600094
1,6.531398036561827
0,4.192644912571089
0,6.385014802566471
1,6.737211636958465
1,7.52300090591731
0,5.061004181298638
0,5.266518153897861
1,11.760038504147069
1,1.92703158094231
1,6.5337153477082515
1,11.657698178240766
1,5.4245766886862
0,7.3566894438129316
0,5.453586555931228
0,5.246510200127463
0,6.490182642879346
1,3.3860154993927316
1,2.7195950220996346
0,5.23216727917
0,5.244377401439752
1,3.378424519943642
1,8.91476972582781
1,2.2933867276693176
0,8.21581921404586
0,7.973015489191846
1,5.628894760353513
1,4.502874574679237
0,15.652858180620992
0,16.5036250098811
1,4.808760729930324
1,7.782082007551867
1,5.235798393034701
1,0.01
0,9.80649636990438
1,7.5717548351402675
0,0.01
1,4.747410174427976
0,5.2603859084785975
1,1.4490551644331453
0,13.517505566707234
0,10.266471665163664
0,8.19303568054877
0,7.08209900315162
1,4.857822763715682
1,6.500437350828707
1,0.01
0,9.406944567441773
1,4.616632528514272
1,0.01
1,6.0280923998104905
0,5.043510886007071
0,3.2773547802968457
1,9.589839652140563
1,1.2864143915577841
0,11.173839631262258
0,9.284198632202271
1,0.01
0,9.25510236693962
0,9.038151973534546
1,0.01
0,6.632100391827573
0,12.761265501496231
0,5.276273884173736
1,2.7817519386610385
0,7.476020454337446
1,0.01
0,5.09415464608003
0,4.25767154107386
0,0.01
0,4.470751605769159
0,6.701753989876469
1,2.433241895945854
1,8.529608151955275
1,0.01
1,8.488455782807318
0,0.01
0,18.206783431024295
0,6.0222995981256044
1,4.231739811928659
0,6.047944495517365
0,2.5048746147030645
1,24.818922867038015
0,3.683833331047339
1,0.01
0,5.455738364044906
0,8.064878259552659
1,0.01
1,3.7524306125770006
0,6.630312392670042
1,8.107802755784917
1,0.01
1,0.01
1,5.233827836992322
0,14.863476181003254
0,10.008855780574974
1,7.682265760731056
1,0.01
1,4.691113556951273
0,9.730010371060914
1,8.617270725989286
1,0.01
1,4.623697949161288
0,9.58340804648894
0,7.092055316227146
1,4.420681422616447
1,6.331802496077686
1,17.8740362050257
0,19.395868408606287
0,8.262371579420519
0,8.223067487947057
0,4.873120503712
1,0.01
1,3.6064258536661415
1,3.090288891088374
0,8.69372980612748
0,5.7444530091753805
1,3.9128339476429965
0,6.85055052829203
1,11.086129197533513
0,8.868315662443809
0,9.154330567155846
0,4.978927655622246
1,5.729195453422034
0,5.450070699505439
1,3.0783640555908116
1,11.154187783778788
0,0.01
0,0.01
0,10.080099617607962
0,10.808449482041436
0,16.619613838540907
1,1.482788651811085
0,15.345154273634934
1,7.937397194408885
1,3.4958684960548343
1,5.474858288292997
0,9.319280046311306
1,6.413596327371573
0,7.6646994790266865
0,0.01
1,11.13270930764152
1,0.01
0,6.318761094449818
1,6.155157439042364
1,3.7580508765005343
1,0.01
0,10.56935277157038
0,4.866111514166797
1,15.610676072253142
0,6.394003763410608
1,1.4960757140911856
0,4.769939582630221
0,7.225464589140884
1,2.738506646715637
0,3.116443675850486
0,0.01
0,12.801442033364841
1,0.01
0,3.900182545107311
1,0.01
1,3.4058623168262527
1,0.01
1,0.01
0,8.229244531946154
0,4.782010148377975
1,6.709223411051809
0,4.984609158334338
1,4.764426280477086
1,4.75752349441269
1,12.760027485788132
0,0.01
0,5.624556595748738
0,7.083986752668245
1,0.01
1,2.3330031120010135
0,5.823592634158054
1,4.286769222538375
0,7.3535134802212445
1,3.575860416769285
1,10.189014738680125
0,9.512481373469857
0,12.892664187082081
1,2.651997825591329
0,6.9912258403875525
0,0.01
1,8.823998726868377
1,6.546159540224057
0,7.404029186287324
1,7.0077824226056045
0,4.999201379756649
0,4.919828779477196
1,4.481754673105308
1,3.792858048162562
1,0.01
1,8.232287268779192
0,9.527115708997266
0,4.6903516105458705
1,3.2978141961694414
0,12.76460804438755
1,4.258050869782532
0,5.857587401111981
1,13.176160905148063
1,1.7669876988053446
0,11.826874348835085
0,14.977865538837136
0,4.851052693755475
1,3.9635445513209047
0,5.786985646097948
0,5.5845352606307905
0,5.937288613414364
1,0.01
0,7.901933620266077
0,7.563313410522626
0,5.065761336953541
0,8.903331049585795
0,5.408113381140048
0,8.164918080876705
1,3.523067744386628
0,12.577065812396407
1,12.33230991577156
0,8.90108853242378
1,4.081801553941417
1,3.300620436054629
0,5.225754924440961
0,0.01
1,2.0531768498335374
0,4.076787974514231
1,5.25336896786314
0,0.01
0,4.744304097413043
0,7.869148670081712
1,5.779433089323946
1,6.618032075623634
1,0.01
0,4.936390575732691
1,0.01
1,8.52003778750838
1,2.4213753259534037
1,5.383115267019957
0,6.736146243428029
1,3.9257001794094326
0,16.33426657844281
1,4.331180032342023
0,2.9948713627706574
0,10.66375177608254
0,9.468379473991689
1,2.6272217492872754
0,6.711583815914254
1,0.01
0,5.196718162594452
1,0.01
0,2.230619053262786
0,0.01
0,9.354181839354752
1,3.039925414751514
0,5.808111517493538
0,5.564300933289265
0,6.116547060342073
0,8.508609957614414
0,3.6540545353048746
1,5.493752077554317
0,9.838392946480521
1,0.01
0,6.729539829542444
1,14.226930101070517
1,1.067325693924333
1,3.683907376119393
1,5.073481938145965
1,3.168418254833794
1,0.01
1,7.295947752592575
1,0.01
0,5.95895026781114
1,16.61808796256914
0,10.255800772992908
0,0.01
0,5.995475807874772
0,18.595570014185274
1,7.6279553800583555
0,0.01
0,0.01
1,2.0295131513632
1,11.350324463473079
1,8.920503966282515
0,6.569140527310587
0,7.182061841370623
0,5.65930124240628
0,11.719473142357772
1,0.01
0,10.253802996527549
1,3.076264288838628
1,3.7853908370187326
0,3.7658908010518126
0,7.9237979198488935
0,4.769760320100076
1,5.092363530582432
0,2.7393794700126954
1,14.311203987751115
0,2.945032707281327
1,2.543351846437352
0,0.01
1,0.01
1,4.782254353638175
1,2.808237159585161
0,0.01
1,0.01
0,7.455293090554146
0,9.272801356392767
0,2.5929303195981137
1,0.01
0,11.082424601398596
0,9.039876681131357
0,3.011113362501023
1,1.7316472284492808
1,0.01
1,3.660139796808503
0,6.3389961613371595
1,0.01
1,7.331912735729681
0,4.7980738956318545
1,2.4069221035193027
0,5.262889990476041
1,0.01
0,10.269460337439714
1,1.7564370785592618
1,0.01
1,6.539776848330748
0,8.726652700202466
0,3.62113731699791
1,3.524807442138347
1,0.01
1,0.9768872269466788
0,0.01
1,3.841942414768162
0,6.45018115301761
1,7.366315588028225
0,12.708903011425122
0,6.657607344742683
1,1.7212755610602206
1,0.01
1,6.0875925472407
1,20.766640097491337
1,2.2820115545571045
0,4.962075141103852
1,6.908358929835586
1,1.8826914528760184
1,6.78087477134989
0,5.4150443365843435
0,8.621038461231986
1,6.261321809000101
0,2.643734936214555
1,3.944548083610334
0,3.9458349151942858
1,5.507446819653069
1,0.01
0,7.6149999173605085
0,5.94985995413106
1,2.6332156608936326
0,0.01
0,10.996304164879291
0,7.365425188197639
1,0.01
1,2.3079051261613315
0,0.01
0,6.299355019719819
0,5.253763878799894
0,4.298920590978441
0,0.01
1,5.275225549702088
1,0.01
1,6.670981241468212
1,6.641077662571215
1,6.831797511051921
1,0.01
1,2.7127946794535895
1,3.4483702789664687
0,4.832089889025007
1,6.196426093603725
1,8.473059538141715
0,0.01
1,0.01
1,3.324192975567142
1,5.443597343987426
0,3.915916889060946
0,7.7987696578899834
0,5.13483934380377
0,3.937871892629397
1,5.30095860095486
1,3.8760951069263694
1,2.8585785011662783
1,0.01
0,5.670825639361449
1,2.9555168018384936
0,3.3205330130035624
0,0.01
1,0.01
1,7.49673281179427
0,5.04170227976432
1,5.103217712873983
0,5.789414378386995
0,2.5894290080406
1,8.224374393627876
1,4.454543562852539
1,3.712960479297455
0,4.750265247738077
0,0.01
1,11.886595132390413
1,0.01
0,6.830881881688885
1,2.2160742028446765
0,6.155659146828563
0,5.330811572780853
1,3.958520009810463
1,6.920661360019835
1,9.390919912037276
0,9.041906996836621
0,10.288994990833359
1,0.01
1,2.2110888377181213
1,0.01
1,4.476667136340585
0,5.864716886087655
0,2.624763279130909
0,0.01
1,3.795327084918156
0,8.38425957687235
0,3.1096935400182226
0,4.149656077384716
0,3.2214256997625443
0,3.4174495623132044
0,16.40434455243112
0,6.975690745238323
0,4.507815214816744
1,8.839665330236143
1,0.01
0,7.494191799897478
0,6.395953587773596
1,4.093550759662028
0,7.401697913402336
0,13.08105243258319
1,2.927621008296871
1,5.424506677250587
0,2.5124196495470663
1,4.832431324092459
0,8.669306771378306
1,3.138253640510527
0,4.900094311248527
1,5.5932119752523
1,4.869995021144105
0,6.723841730002697
0,5.283691615347904
0,4.767921657001218
0,4.692822883173205
1,4.863039505158739
0,11.479438644701327
0,20.979292855636068
1,3.184010380247817
1,6.542834862029012
1,5.032704991926644
1,3.3958176227051204
1,0.01
1,5.764838862432229
1,2.1534724505540104
0,0.01
0,4.537354095122658
0,0.01
1,6.22836863204269
1,8.53105090433508
0,8.387207057357177
0,5.422159958857898
0,3.3275192667013695
0,6.274406806946131
0,5.0539159345998055
0,9.532116523513
1,4.442492891943605
1,6.538186047421862
1,6.493710706863909
0,6.154110763734318
0,10.220763478845326
1,2.510555026195731
0,6.42751535196946
0,5.361834286552434
1,2.7590523183980005
0,7.767621615200202
1,0.01
1,3.406745540280097
0,16.278874769815634
0,9.671938744737423
1,0.01
1,3.021225829873554
0,9.562318805866223
1,5.361091516841135
0,6.204733168502138
0,0.01
1,8.199207976565717
1,7.616006876805449
0,6.5808933048406075
0,5.053709397967506
0,0.01
0,7.9964606412756085
1,14.795383986806103
1,12.329670409514343
0,0.01
1,5.6565959075793595
1,4.512950999504024
1,6.499120997237761
1,14.519585453734193
1,4.878158921624547
1,0.01
0,0.01
1,4.988547089533954
0,3.609809414414685
1,7.456568648014067
1,5.1162987237696855
1,2.280051290761991
0,6.683589705931639
0,6.523495359547684
0,12.140503072084375
1,5.080110161921686
1,0.01
1,4.719970622898533
0,5.58294939641174
1,0.01
0,8.708574200225877
0,7.466495034014564
1,9.610580896935177
0,12.474020916404148
1,1.9064233855486858
1,6.16594326723409
0,6.909717679445348
1,3.589191364243322
0,10.926927541035026
1,0.01
1,0.01
0,3.4282389889470637
0,0.01
0,12.292652684662514
1,0.01
1,2.2517020265457917
0,0.01
0,5.588216503159019
1,7.135821468460496
0,6.873398850576373
1,11.130642869820054
0,8.949689623450228
1,7.8440317444440355
1,7.426857841447651
1,5.3959048995615815
0,12.987135906245337
1,14.92875510799668
0,8.212303141695946
0,5.055184977284504
0,4.616167872511586
1,2.4769136095347863
0,10.86332438845285
1,0.01
1,2.2777318567947566
1,4.874665445121516
1,5.0002019991333535
0,8.432271927403189
0,0.01
1,1.8719499417176362
1,9.05194555241792
1,7.3955567523953105
1,7.225727472339824
0,2.616369254190521
1,15.224866042147605
1,1.7344558721958288
1,0.01
0,6.590964959587878
0,5.44188304402006
1,3.4440884250871147
1,1.8399684144952675
0,7.7768777301108685
0,4.627690895012901
1,11.059672913808933
0,2.9635955325953987
0,13.92695212573179
0,9.730462101313975
0,6.735779940231718
0,5.347554444140302
1,9.736100112485177
0,10.90846596537792
1,5.813852342666879
1,2.2247494705893693
1,6.387547765396869
1,13.857431260380725
0,4.456995859831577
0,14.105009767065148
0,11.098599909786493
1,2.426723433355839
0,8.818548661076768
0,12.418554388888328
1,5.599822599806496
0,0.01
0,14.250231832698098
0,14.674708853103194
0,6.578213099958725
1,4.796177858942578
0,0.01
0,4.851951889066547
0,5.02570381885349
1,11.367156163204717
1,6.609194416668407
1,0.01
0,5.719007670293697
1,2.05455106608256
1,7.598470437755372
0,2.9080031405365503
0,7.90524638522536
1,14.897030817247039
1,2.7350594457629898
0,4.759312674227699
0,7.738877907557542
1,5.20239546520587
0,8.849519308748592
0,12.98246938653051
0,0.01
1,7.1654619439260525
0,0.01
1,1.9182331292359762
0,3.8271108985971276
0,13.178335095797381
1,5.27793469381697
0,8.733587412750369
1,3.1157411029241167
1,3.350482463948352
0,5.0189111305400855
1,0.7514206430710496
1,4.375850933813521
0,0.01
0,8.336480774466562
1,5.785471914891246
1,6.074005499809604
1,0.01
1,10.033386355593517
1,4.92545765221519
0,3.1569629702703454
0,3.123069657851419
0,0.01
1,0.01
1,3.310608885403175
0,4.0977684128439815
1,2.9624749289463552
1,0.01
1,4.3589402839786935
0,4.420054862197987
0,4.343944099233737
0,8.443327403470782
0,7.2659216483066205
1,0.01
0,2.9916179158335026
1,0.01
0,4.921485119031403
0,3.155680261228163
0,6.689116253538476
0,5.722656005458703
1,3.5237868540944235
1,7.8432835978924995
1,0.01
0,5.656021308259026
1,6.168592613202669
1,10.523264024440893
0,2.032889818061301
0,7.688271252411938
0,8.420957684569432
1,0.01
0,0.01
0,2.4166910225943554
1,4.627815183029226
0,0.01
1,0.01
0,5.670649939126026
1,3.139350074131707
0,0.01
1,4.680830310472372
0,8.567805578223767
0,7.006019633377046
0,0.01
1,4.1994827128873276
1,9.049361953162402
1,0.01
1,2.912247918473196
1,12.31217170231424
0,15.922982130161662
0,2.8467287245992487
1,0.01
0,7.0913563070464525
1,6.70840724228359
1,0.01
0,2.87521715836151
1,2.8625713374757775
1,2.564490839583196
1,0.01
1,0.01
0,7.147466487758331
1,0.01
1,0.01
1,6.771785382320505
0,12.587897066049258
1,7.075119269772695
1,2.2025083702769352
1,2.163052190604473
0,10.390560525738874
0,5.10473262713373
0,5.655370548320366
1,5.810126381938094
0,5.28496987844884
1,4.176312620769881
0,11.945089934015973
1,5.848972204519784
0,5.337730070962946
1,9.703471068621074
0,0.01
1,1.2793915614152669
1,32.30233840262643
1,2.988184217561978
0,8.03585710398425
0,0.01
1,1.9552068394654907
0,2.697676359374285
0,4.109842218858749
1,2.3451881032506066
1,6.943924970378902
0,6.842624182093984
0,9.260979513403285
1,6.1424956240079
1,0.01
0,9.66779058168144
0,7.727999668985903
1,4.016529407817701
1,7.753907508569392
0,5.126471880337287
1,4.219997156450234
1,7.791788233268962
1,13.602348192086811
1,4.285839167906579
0,0.01
1,3.2947310961158367
1,1.8158876192954605
0,5.4634726092338015
1,3.3790760692118145
0,6.517613940383702
1,0.01
1,8.435940747862666
1,2.9301264927920543
1,3.4502552180559296
0,0.01
1,9.571804238351064
0,11.515956063272897
1,2.807826042808246
1,2.8710862365458545
1,1.4170161152676923
0,2.787165292428786
0,2.722006035783053
0,0.01
0,8.758140893469868
0,1.9891644857687631
